111/111/101/111/000/010/001, 11
00101/00000/10010/00100/00011, 4
010001/000001/000000/010000/010010, 2
10/01/11/10/11/01/10/11/11, 5
11111/11111/11110/11011/01110, 15
00, 0
0000/0000/0000, 0
0110/0001/1111/0111/1010/1110/0010/1001, 10
1110/0100/0010/1100/1010/1010/1000/1010/0000, 7
01/10/11, 4
011110001/111110011/101011111, 9
0100000, 1
1111, 4
01010111/11111011, 6
000/011/111/110/101/111/111/010/101, 7
01/11/11/11/00/11/01, 7
0111101/0110011/0001110/1111011/0111110/1111011, 10
010000/000000/000000/000000/000000/000100/000000/000000/000000, 1
1101010/1101111/1111001/0111111/1111000/1100111/1110100/1111010, 13
0000/0000/0100/0010/0000, 2
110000000/111010000/100000110/010100011, 8
001100000/100011111, 3
0010000/0010001/0000000/0000100/0000010/0000000, 2
01010001/00111111/00011100/00111111/11111110/01001111/00110000, 7
11111/11111/11111, 12
111/101/000/101/000/001/100, 7
00001/00000/00000/00010/00000/00000/00000, 1
111/111/101/011/011/010/011, 10
001/111/010/010/111/111/011/110/011, 6
1111/1111/1110/1101/1110/1101/1010/1111, 14
111/111/111/111/111/111/111, 12
01/11/00/11/11/10/00/11/11, 5
00100/10100/11100, 6
0000/0000/0000/0001/0000/0000, 1
1011/1111/0011/1011/1000/0010/0100/1100, 12
101/111/111/111/111/111/111/111/011, 11
0/0/0/0/0/0/0/0/0, 0
1/0/0, 1
11/10/11/11/11/11, 7
0010111/0001111/1110101/0111010/0001101/1100011, 8
0/0/1/0/1/0/1/0/1, 1
0100/1001/1111/1110, 10
0/0/1, 1
0000000/0000000/0000000/0000000, 0
110001/111001/110001, 7
110/101/010/000, 5
010101100/001000110/101001100/100000111/000010010/000001010/010001011/010000000/011011110, 6
1111111/1111111, 8
100000/010000/001010, 3
0/1, 1
0/0/0/0/0, 0
0010000/1011000/0001100/0000000/1000011/0000010, 5
10100/01000/10011/10010/01100/10001/11000, 7
000/000/001/000/001/000/000/100, 1
10111/00001/11111/10011/10010, 9
1110001/1111111/0111111/1110111/1110111/1110110/1111111/1110101/1101111, 13
111/111/011/111/111/111/101/111/101, 11
0/1/1, 2
1110110/1111010/1111110/1111101/0001111, 15
1/1/1/1/1/1/1/1/1, 4
00100110/11010100/11000000/11111011/11001011/10100010/10100111/11000101/11010010, 10
01/10/00/11/11/11, 4
11010101/00001100/00001000/00011111/00001101/11101000/10111100/10100001/10110010, 4
0000000/0001000/1000000/0000000, 2
111/111/010/000/100/101/011/111, 7
111/111/101/010/000/101, 9
0100000/0000000/0000000/0000010, 1
1101010/0100111, 4
00010010/10000000/00000000, 2
100000/000010/110100/101101/110100/100110, 7
01/00/00/00/00, 1
0111010/0110010/0010010, 6
00/00/10/10/00/00/00/00, 2
0010/0111/0100/0101/0000/1010/0011, 7
01010, 2
110/001/111/011/111/111/111/111, 8
010/001/111/110/111/011, 7
11111111/11111111, 8
100/100/000/010/000, 3
111111111, 4
11101101/01101111/11100111/01010001/11111111/01011111, 10
1, 1
1111011/1100010/0100001, 7
1/1/0/1/1, 3
010000000/001101111/000101001/110000001/000011001/000001010/000000010/000000001, 6
0101/1001/0110/1011/0111/0110/1111, 9
101110/100111/010110/101110/011111/101110, 10
001101101/000111111/101001010/001100010/010001101, 7
0000010/0000010/1001000/0000000/0000000/0000100/1000010, 2
110010000/111011011/111110110/011111100/001101110/101111001/111110101/111111001/110010010, 12
000/000/001, 1
111/111/111/111/111/011/111/111, 12
1/1/0/1/1/1, 3
00000000/10000000/00000100/00000000/01100100/01000001/10001000/00010001/00000100, 1
111111111, 4
00000010/10101000/00001000/00000100/00000000/00000000, 2
11/11/01/11, 7
000000100/000000000/000000000/010100000/000000000/000000000, 2
10111/00100/01010, 6
111110/111010/011000/011011/011101/101001/110110, 11
1/1/1, 3
00000/01010/00010/00000, 3
1/1/1/1/1/1/1/1/1, 4
00/10/11/11/01/10/11, 5
111110/111111/011111/110111/111111/011111/110111, 14
1111/0101/0100/0111/0111/0010/0010, 10
0/1/1, 2
0/0/1/0, 1
00000/01001/01011/00000, 3
0000/0000/0000/0110/0010/0000/0000, 2
1111111/1111111/1111111/1011111/1111111, 15
10010001, 2
01110110/10100000/00111001, 7
0/1/0/1/0/1, 2
0000000/0000000/0100000/0001001/0110000/0000100/0000000/0001010, 2
1000/0101/1010/1111/1001/1100/1011/1111, 9
111110/111111/101011/111010/011111/000101, 13
01/01, 2
01/11/11/10/01/01/11/00, 6
0001010/0000101/1111010/1110100/1000010/1101001/1001000/0110011/0101000, 8
001/000/101/000, 3
000/000, 0
111111/111110/111101, 12
11/11/11/11, 8
00, 0
000/000/000/000/110/000/000/000/100, 0
01111001/01100110/10100100/00010000/10011111, 8
00000000/00000000/00000000/00000000/00000000, 0
1111111/1111101/1111111/1101111/1110110/1111111/1010111, 15
0000/0000/0000/0000/1000/0001/0100/0000, 0
111/111/111/111/011/111/111/111/111, 12
11011101/11101111/11111111, 10
100010011/010100110/000111100, 4
0000000, 0
101/110/011/100/110/001/110/011/110, 7
00/00, 0
000000/010000/100000/011000/000000/000010/000000/000000, 4
111110111/000111111/110111111/110101111, 11
1100/0111/1001/0101, 9
110101111/110100111/111111101/001101010/110110101/011111011/001111110, 12
000/000/010/001/100/000/000, 2
011011/110110/011111/111111/011011/011111/101111/111110/011111, 12
0100000/0110101/1111110/1111111/0111101/1101001, 11
0001100/0000000, 1
11100/01001/11111/11111/10110/11101/11111/11101, 12
11110111/11110111/01111011/11111110/10011101/10011011/11111011/11111111/11001111, 15
11111/11111/00111/11110/11010/01110/11111, 14
111/110/011/110/001/111/111/010, 9
111010000/111111011/011100110, 10
01111/11001/11111, 9
1101/1101/1000/1011/0000/0001/0010/0111/0100, 10
10111010/00110111/01001100, 6
01110/10000/00010/10100/11101, 7
01/11/11/11/11/01/11, 7
10111/11111/11111/11101/01000, 14
0111111/1111001/1100111, 9
00/00/00/00/00/00/00/10/01, 0
00/01/11/01/11/01/11/00/01, 4
10110100/00111001/11100010/10001101/00000010/10110011/00000111/00111101, 9
0/0/1/0/0/0/0, 1
000110, 1
1/1/1/1/0/0/0/0/0, 4
1111/1111/1000/1111/0101, 13
010000000/000000110/000001000, 1
1111/0110, 6
011001/100000/111110/111101/101101/001010/100011/110011/101111, 11
10111111/11101111, 6
110/100/011/101, 7
10001110/01101101/11111110/00010100, 8
01111/00100/10110/00000/11000, 7
111110111/111011111/111111111/011001110/110111111/111111111/111111111/111111111/111010111, 13
1111111/0101111/1010001/1110011/1111010/0100000/1001010/0101100, 11
00000100/00000100/00000000/00100000/00010000/00000000/00000100, 1
10111111/11100101, 6
111/110/111/111/011/111, 11
1/0, 1
111110/011010/111101/010110/101011/110011/011011/001011, 12
1010110/0111100, 5
000000, 0
110, 2
101110100/111001000/010011100/101011110/100011111, 9
1/1/1, 3
000/001/000/001, 2
10110111/01011000, 5
00100000/00000000/00000000/00000001/00100000/00000000/00000000, 1
01011/10000/00100, 4
11111/11111/01111/11111/11111/11111/11111, 15
10101100/11110111/11111111/11111101/10010110/11011111, 14
11111111/10111111/11111111/11111111/11111111/11111111/11111111/11111111/11111111, 15
00100011/01000000/01111010/01101011/11101110/11010111, 7
00000/00100/01000/00001/00010/00100/10101, 2
0/0/0/0, 0
01011/01100/00101/00101, 6
00110000/10110110/01100100/01011110/11011000, 9
010/000/001/001, 3
101000/001100/001110, 6
1111111/0110110/1101110/1101101/1111011/1111101/1111101/1111100/1100111, 12
0/0/0/0/0/0/0, 0
10000000/00000100/00000010/00000000, 1
111011/111111/111111/111111, 15
010/000/001/000/000/100, 2
11111001/00111111/00001111, 6
00/00/00/10/00/00, 1
10/10/11/10/01/10/11/01, 5
111111111/111111111, 8
11/01/00/11/01/11/11/11, 5
000000/000000, 0
00100011, 1
11, 2
11111101/10111111/11111011/11111011/00101011/11111111/01111111, 15
100/000/110/010/000/000/000/000, 4
000000000/000001000, 0
110110100/111101001/100111111/110110011/101101010/111101011/111111011, 12
0001000/0000000/1100000/0010000/0100000, 4
11011, 3
000000000/000000000/000000000/000000000/000000000/000000000/000000000, 0
1/1/1/1, 4
10110/11001/01110/01001/11100/01010, 9
1/1, 2
